"id","n","data_q","fit_q","algo","rep","logZ","eps","iters","secs","status"
"n100_d4_f3_reg_r15",100,4,3,"RE-gaussian",15,-98.2954769875439,1,21,162.505539894104,"ok"
"n100_d4_f3_reg_r16",100,4,3,"RE-gaussian",16,-98.977694842676,1,21,167.483654022217,"ok"
"n100_d4_f3_reg_r17",100,4,3,"RE-gaussian",17,-98.7232828113178,1,21,173.132541894913,"ok"
"n100_d4_f3_reg_r18",100,4,3,"RE-gaussian",18,-97.731419037185,1,21,172.311012983322,"ok"
"n100_d4_f3_reg_r19",100,4,3,"RE-gaussian",19,-98.7678638039728,1,22,153.335247993469,"ok"
"n100_d4_f3_reg_r20",100,4,3,"RE-gaussian",20,-97.3065647517373,1,21,175.277899026871,"ok"
"n100_d4_f3_reg_r21",100,4,3,"RE-gaussian",21,-97.3555700819964,1,21,176.999046087265,"ok"
"n100_d4_f3_reg_r22",100,4,3,"RE-gaussian",22,-98.6825853470435,1,22,179.174804925919,"ok"
"n100_d4_f3_reg_r23",100,4,3,"RE-gaussian",23,-98.2679180742449,1,21,178.676373958588,"ok"
"n100_d4_f3_reg_r24",100,4,3,"RE-gaussian",24,-97.1245359670904,1,21,150.015682935715,"ok"
"n100_d4_f3_reg_r25",100,4,3,"RE-gaussian",25,-98.4923719785608,1,21,189.560165882111,"ok"
"n100_d4_f3_reg_r26",100,4,3,"RE-gaussian",26,-99.3460595843012,1,21,191.32598900795,"ok"
"n100_d4_f3_reg_r27",100,4,3,"RE-gaussian",27,-97.767191293562,1,21,188.765342950821,"ok"
"n100_d4_f3_reg_r28",100,4,3,"RE-gaussian",28,-99.0774588829163,1,21,186.616209030151,"ok"
"n100_d4_f3_reg_r29",100,4,3,"RE-gaussian",29,-97.9535685951226,1,21,192.364198923111,"ok"
"n100_d4_f3_reg_r30",100,4,3,"RE-gaussian",30,-98.3337751385439,1,21,175.878370046616,"ok"
"n100_d4_f3_rpm_r01",100,4,3,"RE-pcnmala",1,-100.228881043361,1,24,1316.42236709595,"ok"
"n100_d4_f3_rpm_r02",100,4,3,"RE-pcnmala",2,-99.9550553064654,1,23,1404.54879999161,"ok"
"n100_d4_f3_rpm_r03",100,4,3,"RE-pcnmala",3,-99.1788714813412,1,23,1390.09603309631,"ok"
"n100_d4_f3_rpm_r04",100,4,3,"RE-pcnmala",4,-99.9297323890062,1,24,1170.20120286942,"ok"
"n100_d4_f3_rpm_r05",100,4,3,"RE-pcnmala",5,-100.280902397204,1,23,1412.05619096756,"ok"
"n100_d4_f3_rpm_r06",100,4,3,"RE-pcnmala",6,-100.584304149391,1,23,1522.28738713264,"ok"
"n100_d4_f3_rpm_r07",100,4,3,"RE-pcnmala",7,-99.2662341757888,1,24,1757.42117190361,"ok"
"n100_d4_f3_rpm_r08",100,4,3,"RE-pcnmala",8,-99.6617585764737,1,23,1540.73820304871,"ok"
"n100_d4_f3_rpm_r09",100,4,3,"RE-pcnmala",9,-100.353256680248,1,23,1487.63820815086,"ok"
"n100_d4_f3_rpm_r10",100,4,3,"RE-pcnmala",10,-99.9168991951772,1,23,1497.75281000137,"ok"
"n100_d4_f3_rpm_r11",100,4,3,"RE-pcnmala",11,-100.675423646649,1,24,1519.45783114433,"ok"
"n100_d4_f3_rpm_r12",100,4,3,"RE-pcnmala",12,-100.435118352799,1,23,1379.77756810188,"ok"
"n100_d4_f3_rpm_r13",100,4,3,"RE-pcnmala",13,-99.0322250302275,1,24,1444.41200709343,"ok"
"n100_d4_f3_rpm_r14",100,4,3,"RE-pcnmala",14,-99.3347409924031,1,24,1707.22641086578,"ok"
"n100_d4_f3_rpm_r15",100,4,3,"RE-pcnmala",15,-100.679224128277,1,23,1365.74584507942,"ok"
"n100_d4_f3_rpm_r16",100,4,3,"RE-pcnmala",16,-100.218566757886,1,24,1326.24450016022,"ok"
"n100_d4_f3_rpm_r17",100,4,3,"RE-pcnmala",17,-99.5950243930503,1,24,1677.20976185799,"ok"
"n100_d4_f3_rpm_r18",100,4,3,"RE-pcnmala",18,-101.070057313947,1,24,1428.83762288094,"ok"
"n100_d4_f3_rpm_r19",100,4,3,"RE-pcnmala",19,-98.7915039238024,1,24,1693.97093701363,"ok"
"n100_d4_f3_rpm_r20",100,4,3,"RE-pcnmala",20,-99.0498125547692,1,23,1449.51827001572,"ok"
"n100_d4_f3_rpm_r21",100,4,3,"RE-pcnmala",21,-99.4328243693164,1,24,1444.09170007706,"ok"
"n100_d4_f3_rpm_r22",100,4,3,"RE-pcnmala",22,-100.607775670498,1,23,1435.08951497078,"ok"
"n100_d4_f3_rpm_r23",100,4,3,"RE-pcnmala",23,-100.518701748362,1,22,1516.03397107124,"ok"
"n100_d4_f3_rpm_r24",100,4,3,"RE-pcnmala",24,-98.4775344278467,1,23,1413.17921185493,"ok"
"n100_d4_f3_rpm_r25",100,4,3,"RE-pcnmala",25,-100.162755610195,1,23,1440.71671390533,"ok"
"n100_d4_f3_rpm_r26",100,4,3,"RE-pcnmala",26,-101.246900136424,1,24,1437.84398698807,"ok"
"n100_d4_f3_rpm_r27",100,4,3,"RE-pcnmala",27,-100.502326720595,1,24,1327.95840811729,"ok"
"n100_d4_f3_rpm_r28",100,4,3,"RE-pcnmala",28,-100.180373060734,1,24,1372.1981151104,"ok"
"n100_d4_f3_rpm_r29",100,4,3,"RE-pcnmala",29,-100.709177112485,1,23,1313.9602560997,"ok"
"n100_d4_f3_rpm_r30",100,4,3,"RE-pcnmala",30,-98.3156888004093,1,23,1488.23925185204,"ok"
"n100_d4_f4_abc_r01",100,4,4,"ABC-SMC",1,-262.058482622151,1,32,55.9810409545898,"ok"
"n100_d4_f4_abc_r02",100,4,4,"ABC-SMC",2,-258.437013607235,1,24,41.7343878746033,"ok"
"n100_d4_f4_abc_r03",100,4,4,"ABC-SMC",3,-271.878058291791,1,30,57.7865679264069,"ok"
"n100_d4_f4_abc_r04",100,4,4,"ABC-SMC",4,-266.922914160512,1,26,49.8855040073395,"ok"
"n100_d4_f4_abc_r05",100,4,4,"ABC-SMC",5,-263.498345650519,1,25,44.6514949798584,"ok"
"n100_d4_f4_abc_r06",100,4,4,"ABC-SMC",6,-279.53864182219,1,25,48.244567155838,"ok"
"n100_d4_f4_abc_r07",100,4,4,"ABC-SMC",7,-258.08240190759,1,19,34.0839560031891,"ok"
"n100_d4_f4_abc_r08",100,4,4,"ABC-SMC",8,-269.389423905024,1,33,66.5338890552521,"ok"
"n100_d4_f4_abc_r09",100,4,4,"ABC-SMC",9,-260.032559444497,1,30,60.8162839412689,"ok"
"n100_d4_f4_abc_r10",100,4,4,"ABC-SMC",10,-275.584049710834,1,27,54.8881039619446,"ok"
"n100_d4_f4_abc_r11",100,4,4,"ABC-SMC",11,-262.616923725178,1,29,64.4661059379578,"ok"
"n100_d4_f4_abc_r12",100,4,4,"ABC-SMC",12,-263.579592671132,1,31,64.5749928951263,"ok"
"n100_d4_f4_abc_r13",100,4,4,"ABC-SMC",13,-270.33729517531,1,34,68.2153189182281,"ok"
"n100_d4_f4_abc_r14",100,4,4,"ABC-SMC",14,-293.294745459636,1,34,62.9329540729523,"ok"
"n100_d4_f4_abc_r15",100,4,4,"ABC-SMC",15,-254.070590424,1,24,45.088495016098,"ok"
"n100_d4_f4_abc_r16",100,4,4,"ABC-SMC",16,-258.307317650746,1,22,41.2633700370789,"ok"
"n100_d4_f4_abc_r17",100,4,4,"ABC-SMC",17,-278.145487557528,1,27,52.6812129020691,"ok"
"n100_d4_f4_abc_r18",100,4,4,"ABC-SMC",18,-256.354013079638,1,29,53.0380110740662,"ok"
"n100_d4_f4_abc_r19",100,4,4,"ABC-SMC",19,-267.769326416862,1,32,60.247955083847,"ok"
"n100_d4_f4_abc_r20",100,4,4,"ABC-SMC",20,-269.393320984583,1,36,70.8685009479523,"ok"
"n100_d4_f4_abc_r21",100,4,4,"ABC-SMC",21,-284.523617023169,1,26,51.936772108078,"ok"
"n100_d4_f4_abc_r22",100,4,4,"ABC-SMC",22,-260.541724231836,1,26,47.9320049285889,"ok"
"n100_d4_f4_abc_r23",100,4,4,"ABC-SMC",23,-255.914552595572,1,29,54.2245280742645,"ok"
"n100_d4_f4_abc_r24",100,4,4,"ABC-SMC",24,-266.593051350849,1,25,46.3184869289398,"ok"
"n100_d4_f4_abc_r25",100,4,4,"ABC-SMC",25,-267.041610110225,1,27,50.2318358421326,"ok"
"n100_d4_f4_abc_r26",100,4,4,"ABC-SMC",26,-279.712507977572,1,34,67.3735101222992,"ok"
"n100_d4_f4_abc_r27",100,4,4,"ABC-SMC",27,-275.961146567724,1,20,34.5971200466156,"ok"
"n100_d4_f4_abc_r28",100,4,4,"ABC-SMC",28,-244.551777477042,1,18,34.7898869514465,"ok"
"n100_d4_f4_abc_r29",100,4,4,"ABC-SMC",29,-283.552297263266,1,30,61.280552148819,"ok"
"n100_d4_f4_abc_r30",100,4,4,"ABC-SMC",30,-263.300674425787,1,28,46.175793170929,"ok"
"n100_d4_f4_reg_r01",100,4,4,"RE-gaussian",1,-96.7720182097642,1,22,174.22705411911,"ok"
"n100_d4_f4_reg_r02",100,4,4,"RE-gaussian",2,-99.2114269701246,1,23,177.939651012421,"ok"
"n100_d4_f4_reg_r03",100,4,4,"RE-gaussian",3,-97.8363692119713,1,23,178.716698169708,"ok"
"n100_d4_f4_reg_r04",100,4,4,"RE-gaussian",4,-97.1288414427231,1,22,178.296709060669,"ok"
"n100_d4_f4_reg_r05",100,4,4,"RE-gaussian",5,-96.8205774422036,1,22,178.344166994095,"ok"
"n100_d4_f4_reg_r06",100,4,4,"RE-gaussian",6,-97.2912386600719,1,23,191.684987068176,"ok"
"n100_d4_f4_reg_r07",100,4,4,"RE-gaussian",7,-97.1974202288153,1,22,187.663667917252,"ok"
"n100_d4_f4_reg_r08",100,4,4,"RE-gaussian",8,-97.1147598486034,1,23,188.016263961792,"ok"
"n100_d4_f4_reg_r09",100,4,4,"RE-gaussian",9,-98.4380202005833,1,22,184.071329832077,"ok"
"n100_d4_f4_reg_r10",100,4,4,"RE-gaussian",10,-98.2658060268455,1,23,211.767450809479,"ok"
"n100_d4_f4_reg_r11",100,4,4,"RE-gaussian",11,-96.5490582330566,1,23,174.441213130951,"ok"
"n100_d4_f4_reg_r12",100,4,4,"RE-gaussian",12,-97.7972901110313,1,23,182.217031002045,"ok"
"n100_d4_f4_reg_r13",100,4,4,"RE-gaussian",13,-96.883529984221,1,22,179.634854078293,"ok"
"n100_d4_f4_reg_r14",100,4,4,"RE-gaussian",14,-98.3522113099665,1,23,182.558291912079,"ok"
"n100_d4_f4_reg_r15",100,4,4,"RE-gaussian",15,-98.5926110298536,1,22,174.388979911804,"ok"
"n100_d4_f4_reg_r16",100,4,4,"RE-gaussian",16,-97.5692170322468,1,23,171.064893007278,"ok"
"n100_d4_f4_reg_r17",100,4,4,"RE-gaussian",17,-97.0230898974235,1,22,175.018965959549,"ok"
"n100_d4_f4_reg_r18",100,4,4,"RE-gaussian",18,-97.0080779524855,1,22,175.349134922028,"ok"
"n100_d4_f4_reg_r19",100,4,4,"RE-gaussian",19,-97.820542035707,1,23,204.882351160049,"ok"
"n100_d4_f4_reg_r20",100,4,4,"RE-gaussian",20,-97.1862903532849,1,22,178.12717294693,"ok"
"n100_d4_f4_reg_r21",100,4,4,"RE-gaussian",21,-98.1457177371227,1,24,199.638919830322,"ok"
"n100_d4_f4_reg_r22",100,4,4,"RE-gaussian",22,-98.2609798988754,1,23,196.587793111801,"ok"
"n100_d4_f4_reg_r23",100,4,4,"RE-gaussian",23,-96.6328346269811,1,23,191.350641012192,"ok"
"n100_d4_f4_reg_r24",100,4,4,"RE-gaussian",24,-97.3185956369688,1,22,186.808165073395,"ok"
"n100_d4_f4_reg_r25",100,4,4,"RE-gaussian",25,-96.6916548868734,1,24,192.055974960327,"ok"
"n100_d4_f4_reg_r26",100,4,4,"RE-gaussian",26,-97.3286453201583,1,23,194.219213962555,"ok"
"n100_d4_f4_reg_r27",100,4,4,"RE-gaussian",27,-97.795716425695,1,23,186.250141859055,"ok"
"n100_d4_f4_reg_r28",100,4,4,"RE-gaussian",28,-97.1482577207056,1,22,182.119230985641,"ok"
"n100_d4_f4_reg_r29",100,4,4,"RE-gaussian",29,-96.9743217792687,1,23,188.454508066177,"ok"
"n100_d4_f4_reg_r30",100,4,4,"RE-gaussian",30,-97.7469381253657,1,22,175.00837802887,"ok"
"n100_d4_f4_rpm_r01",100,4,4,"RE-pcnmala",1,-99.6295663453277,1,25,1900.37443804741,"ok"
"n100_d4_f4_rpm_r02",100,4,4,"RE-pcnmala",2,-101.271381386123,1,24,1705.52747988701,"ok"
"n100_d4_f4_rpm_r03",100,4,4,"RE-pcnmala",3,-100.38340906115,1,24,1602.57423496246,"ok"
"n100_d4_f4_rpm_r04",100,4,4,"RE-pcnmala",4,-99.7891727464652,1,24,1526.34761810303,"ok"
"n100_d4_f4_rpm_r05",100,4,4,"RE-pcnmala",5,-98.8686980747863,1,24,1527.199914217,"ok"
"n100_d4_f4_rpm_r06",100,4,4,"RE-pcnmala",6,-99.5760124341928,1,24,1528.87088489532,"ok"
"n100_d4_f4_rpm_r07",100,4,4,"RE-pcnmala",7,-97.9489970656969,1,24,1476.19474005699,"ok"
"n100_d4_f4_rpm_r08",100,4,4,"RE-pcnmala",8,-99.9905793233687,1,25,1571.32885408401,"ok"
"n100_d4_f4_rpm_r09",100,4,4,"RE-pcnmala",9,-101.841687863532,1,25,1849.52620506287,"ok"
"n100_d4_f4_rpm_r10",100,4,4,"RE-pcnmala",10,-98.8275742914157,1,25,1932.46299600601,"ok"
"n100_d4_f4_rpm_r11",100,4,4,"RE-pcnmala",11,-97.5658826009381,1,25,1938.24482488632,"ok"
"n100_d4_f4_rpm_r12",100,4,4,"RE-pcnmala",12,-99.2191980823547,1,24,1482.04695010185,"ok"
"n100_d4_f4_rpm_r13",100,4,4,"RE-pcnmala",13,-100.985855610183,1,24,1739.69912695885,"ok"
"n100_d4_f4_rpm_r14",100,4,4,"RE-pcnmala",14,-99.1782053665646,1,26,1666.32109284401,"ok"
"n100_d4_f4_rpm_r15",100,4,4,"RE-pcnmala",15,-98.294777096382,1,26,1749.22719502449,"ok"
"n100_d4_f4_rpm_r16",100,4,4,"RE-pcnmala",16,-99.3291211227301,1,24,1519.44774603844,"ok"
"n100_d4_f4_rpm_r17",100,4,4,"RE-pcnmala",17,-98.0958849174218,1,26,1826.87813806534,"ok"
"n100_d4_f4_rpm_r18",100,4,4,"RE-pcnmala",18,-100.278043606305,1,25,1839.92947888374,"ok"
"n100_d4_f4_rpm_r19",100,4,4,"RE-pcnmala",19,-101.120715087312,1,25,1897.37415194511,"ok"
"n100_d4_f4_rpm_r20",100,4,4,"RE-pcnmala",20,-100.545434160077,1,24,1574.18240499496,"ok"
"n100_d4_f4_rpm_r21",100,4,4,"RE-pcnmala",21,-99.055069794255,1,25,1805.30368900299,"ok"
"n100_d4_f4_rpm_r22",100,4,4,"RE-pcnmala",22,-99.6843400820977,1,25,1863.79305815697,"ok"
"n100_d4_f4_rpm_r23",100,4,4,"RE-pcnmala",23,-100.103104434715,1,26,1789.23254394531,"ok"
"n100_d4_f4_rpm_r24",100,4,4,"RE-pcnmala",24,-98.3698968416278,1,26,1806.12179613113,"ok"
"n100_d4_f4_rpm_r25",100,4,4,"RE-pcnmala",25,-100.970249385218,1,25,1732.37114095688,"ok"
"n100_d4_f4_rpm_r26",100,4,4,"RE-pcnmala",26,-98.5260976951992,1,26,1944.40203690529,"ok"
"n100_d4_f4_rpm_r27",100,4,4,"RE-pcnmala",27,-97.2368498130328,1,26,1874.51239681244,"ok"
"n100_d4_f4_rpm_r28",100,4,4,"RE-pcnmala",28,-98.8957313268975,1,24,1573.42678499222,"ok"
"n100_d4_f4_rpm_r29",100,4,4,"RE-pcnmala",29,-99.4744341840286,1,24,1431.0787551403,"ok"
"n100_d4_f4_rpm_r30",100,4,4,"RE-pcnmala",30,-98.5806232945421,1,25,1719.27347302437,"ok"
"n200_d2_f2_abc_r01",200,2,2,"ABC-SMC",1,-197.333397862983,1,23,47.254870891571,"ok"
"n200_d2_f2_abc_r02",200,2,2,"ABC-SMC",2,-199.809896676377,1,16,27.1613759994507,"ok"
"n200_d2_f2_abc_r03",200,2,2,"ABC-SMC",3,-201.744504948932,1,25,53.8923058509827,"ok"
"n200_d2_f2_abc_r04",200,2,2,"ABC-SMC",4,-204.418132667131,1,23,47.033017873764,"ok"
"n200_d2_f2_abc_r05",200,2,2,"ABC-SMC",5,-205.32776514893,1,24,41.9606020450592,"ok"
"n200_d2_f2_abc_r06",200,2,2,"ABC-SMC",6,-200.297066492923,1,16,26.8111038208008,"ok"
"n200_d2_f2_abc_r07",200,2,2,"ABC-SMC",7,-195.421015115686,1,20,32.7518539428711,"ok"
"n200_d2_f2_abc_r08",200,2,2,"ABC-SMC",8,-203.636228684111,1,21,38.337641954422,"ok"
"n200_d2_f2_abc_r09",200,2,2,"ABC-SMC",9,-198.081329920588,1,15,27.9981508255005,"ok"
"n200_d2_f2_abc_r10",200,2,2,"ABC-SMC",10,-198.409328019593,1,21,43.2026219367981,"ok"
"n200_d2_f2_abc_r11",200,2,2,"ABC-SMC",11,-203.811314157983,1,24,49.9313061237335,"ok"
"n200_d2_f2_abc_r12",200,2,2,"ABC-SMC",12,-195.125387988869,1,22,43.8134551048279,"ok"
"n200_d2_f2_abc_r13",200,2,2,"ABC-SMC",13,-204.507167751293,1,19,35.2788181304932,"ok"
"n200_d2_f2_abc_r14",200,2,2,"ABC-SMC",14,-198.415392070756,1,25,44.7556719779968,"ok"
"n200_d2_f2_abc_r15",200,2,2,"ABC-SMC",15,-196.082573300919,1,16,25.5066711902618,"ok"
"n200_d2_f2_abc_r16",200,2,2,"ABC-SMC",16,-205.011508564001,1,23,39.2495160102844,"ok"
"n200_d2_f2_abc_r17",200,2,2,"ABC-SMC",17,-196.943362861638,1,15,24.4567818641663,"ok"
"n200_d2_f2_abc_r18",200,2,2,"ABC-SMC",18,-204.46232735658,1,24,43.6357760429382,"ok"
"n200_d2_f2_abc_r19",200,2,2,"ABC-SMC",19,-201.333708118554,1,20,31.8161699771881,"ok"
"n200_d2_f2_abc_r20",200,2,2,"ABC-SMC",20,-200.995112794302,1,16,25.0562999248505,"ok"
"n200_d2_f2_abc_r21",200,2,2,"ABC-SMC",21,-198.520050296387,1,24,43.2355079650879,"ok"
"n200_d2_f2_abc_r22",200,2,2,"ABC-SMC",22,-201.605254805421,1,26,50.0705099105835,"ok"
"n200_d2_f2_abc_r23",200,2,2,"ABC-SMC",23,-204.759438667794,1,22,38.6471898555756,"ok"
"n200_d2_f2_abc_r24",200,2,2,"ABC-SMC",24,-197.039307895922,1,17,25.3567969799042,"ok"
"n200_d2_f2_abc_r25",200,2,2,"ABC-SMC",25,-205.777221029383,1,20,33.0427811145782,"ok"
"n200_d2_f2_abc_r26",200,2,2,"ABC-SMC",26,-201.549075466361,1,22,39.9649250507355,"ok"
"n200_d2_f2_abc_r27",200,2,2,"ABC-SMC",27,-199.085979516467,1,15,26.4670000076294,"ok"
"n200_d2_f2_abc_r28",200,2,2,"ABC-SMC",28,-206.656089135353,1,22,39.2954580783844,"ok"
"n200_d2_f2_abc_r29",200,2,2,"ABC-SMC",29,-196.028401311441,1,24,43.9531848430634,"ok"
"n200_d2_f2_abc_r30",200,2,2,"ABC-SMC",30,-196.112245333232,1,24,44.4001832008362,"ok"
"n200_d2_f2_reg_r01",200,2,2,"RE-gaussian",1,-137.075562237189,1,19,324.890985965729,"ok"
"n200_d2_f2_reg_r02",200,2,2,"RE-gaussian",2,-137.422816489147,1,20,371.110754966736,"ok"
"n200_d2_f2_reg_r03",200,2,2,"RE-gaussian",3,-137.428631075651,1,20,311.956061124802,"ok"
"n200_d2_f2_reg_r04",200,2,2,"RE-gaussian",4,-137.121009025231,1,20,368.71185708046,"ok"
"n200_d2_f2_reg_r05",200,2,2,"RE-gaussian",5,-136.976572300103,1,20,392.969712018967,"ok"
"n200_d2_f2_reg_r06",200,2,2,"RE-gaussian",6,-137.247113116872,1,20,358.157376050949,"ok"
"n200_d2_f2_reg_r07",200,2,2,"RE-gaussian",7,-137.158156955202,1,20,363.244311094284,"ok"
"n200_d2_f2_reg_r08",200,2,2,"RE-gaussian",8,-136.821052761247,1,20,361.856290102005,"ok"
"n200_d2_f2_reg_r09",200,2,2,"RE-gaussian",9,-137.081457865813,1,20,385.087239027023,"ok"
"n200_d2_f2_reg_r10",200,2,2,"RE-gaussian",10,-136.891360281548,1,19,301.197713136673,"ok"
"n200_d2_f2_reg_r11",200,2,2,"RE-gaussian",11,-136.789353309453,1,20,390.679545164108,"ok"
"n200_d2_f2_reg_r12",200,2,2,"RE-gaussian",12,-137.135200512457,1,20,396.838932991028,"ok"
"n200_d2_f2_reg_r13",200,2,2,"RE-gaussian",13,-136.678700890228,1,20,396.522392034531,"ok"
"n200_d2_f2_reg_r14",200,2,2,"RE-gaussian",14,-137.349936862004,1,20,381.51481294632,"ok"
"n200_d2_f2_reg_r15",200,2,2,"RE-gaussian",15,-137.504081900473,1,20,379.743185997009,"ok"
"n200_d2_f2_reg_r16",200,2,2,"RE-gaussian",16,-136.599841080771,1,20,304.537745952606,"ok"
"n200_d2_f2_reg_r17",200,2,2,"RE-gaussian",17,-136.62999499896,1,21,366.955832958221,"ok"
"n200_d2_f2_reg_r18",200,2,2,"RE-gaussian",18,-136.714877044761,1,20,308.640555858612,"ok"
"n200_d2_f2_reg_r19",200,2,2,"RE-gaussian",19,-137.264777203291,1,20,375.69939994812,"ok"
"n200_d2_f2_reg_r20",200,2,2,"RE-gaussian",20,-136.922355002219,1,20,312.57452583313,"ok"
"n200_d2_f2_reg_r21",200,2,2,"RE-gaussian",21,-136.902581359735,1,20,374.719353914261,"ok"
"n200_d2_f2_reg_r22",200,2,2,"RE-gaussian",22,-136.419883839518,1,21,387.752804994583,"ok"
"n200_d2_f2_reg_r23",200,2,2,"RE-gaussian",23,-136.848592080514,1,20,368.390164136887,"ok"
"n200_d2_f2_reg_r24",200,2,2,"RE-gaussian",24,-137.086342463426,1,20,360.027667999268,"ok"
"n200_d2_f2_reg_r25",200,2,2,"RE-gaussian",25,-136.817258151287,1,21,378.96695804596,"ok"
"n200_d2_f2_reg_r26",200,2,2,"RE-gaussian",26,-137.226493923203,1,20,356.896180152893,"ok"
"n200_d2_f2_reg_r27",200,2,2,"RE-gaussian",27,-137.300899967441,1,20,372.703030824661,"ok"
"n200_d2_f2_reg_r28",200,2,2,"RE-gaussian",28,-137.036086153397,1,20,376.071868181229,"ok"
"n200_d2_f2_reg_r29",200,2,2,"RE-gaussian",29,-137.64455789826,1,20,415.450013160706,"ok"
"n200_d2_f2_reg_r30",200,2,2,"RE-gaussian",30,-136.948745169781,1,20,405.683122873306,"ok"
"n200_d2_f2_rpm_r01",200,2,2,"RE-pcnmala",1,-138.686427695371,1,22,1120.36915707588,"ok"
"n200_d2_f2_rpm_r02",200,2,2,"RE-pcnmala",2,-139.973603183198,1,21,1113.91087198257,"ok"
"n200_d2_f2_rpm_r03",200,2,2,"RE-pcnmala",3,-139.926181392467,1,21,943.319576978683,"ok"
"n200_d2_f2_rpm_r04",200,2,2,"RE-pcnmala",4,-139.341987759951,1,23,1215.48899698257,"ok"
"n200_d2_f2_rpm_r05",200,2,2,"RE-pcnmala",5,-139.342617144753,1,22,1096.53698205948,"ok"
"n200_d2_f2_rpm_r06",200,2,2,"RE-pcnmala",6,-139.885573267487,1,21,1311.4154548645,"ok"
"n200_d2_f2_rpm_r07",200,2,2,"RE-pcnmala",7,-139.111902973563,1,21,1001.20255589485,"ok"
"n200_d2_f2_rpm_r08",200,2,2,"RE-pcnmala",8,-138.383295631061,1,22,1238.11520791054,"ok"
"n200_d2_f2_rpm_r09",200,2,2,"RE-pcnmala",9,-138.982433532396,1,22,1401.78488111496,"ok"
"n200_d2_f2_rpm_r10",200,2,2,"RE-pcnmala",10,-139.708203688922,1,21,1082.73002791405,"ok"
"n200_d2_f2_rpm_r11",200,2,2,"RE-pcnmala",11,-139.677321667365,1,21,1304.19485497475,"ok"
"n200_d2_f2_rpm_r12",200,2,2,"RE-pcnmala",12,-139.08647845369,1,21,958.289562940598,"ok"
"n200_d2_f2_rpm_r13",200,2,2,"RE-pcnmala",13,-139.655892771862,1,21,1028.51286005974,"ok"
"n200_d2_f2_rpm_r14",200,2,2,"RE-pcnmala",14,-139.147788560296,1,22,1493.72305011749,"ok"
"n200_d2_f2_rpm_r15",200,2,2,"RE-pcnmala",15,-139.955234465561,1,21,1387.0874569416,"ok"
"n200_d2_f2_rpm_r16",200,2,2,"RE-pcnmala",16,-138.890107112182,1,22,1488.57783794403,"ok"
"n200_d2_f2_rpm_r17",200,2,2,"RE-pcnmala",17,-139.331356586749,1,22,1448.88026189804,"ok"
"n200_d2_f2_rpm_r18",200,2,2,"RE-pcnmala",18,-139.887859125759,1,21,1197.61674690247,"ok"
"n200_d2_f2_rpm_r19",200,2,2,"RE-pcnmala",19,-139.427877606912,1,21,1420.47354888916,"ok"
"n200_d2_f2_rpm_r20",200,2,2,"RE-pcnmala",20,-138.494054043107,1,22,1344.52398490906,"ok"
"n200_d2_f2_rpm_r21",200,2,2,"RE-pcnmala",21,-138.28072557199,1,21,923.343948125839,"ok"
"n200_d2_f2_rpm_r22",200,2,2,"RE-pcnmala",22,-140.191547339795,1,22,1322.78495192528,"ok"
"n200_d2_f2_rpm_r23",200,2,2,"RE-pcnmala",23,-139.450830269445,1,21,1245.93248295784,"ok"
"n200_d2_f2_rpm_r24",200,2,2,"RE-pcnmala",24,-140.034019162211,1,21,1216.05062913895,"ok"
"n200_d2_f2_rpm_r25",200,2,2,"RE-pcnmala",25,-139.507085042744,1,22,957.889355897903,"ok"
"n200_d2_f2_rpm_r26",200,2,2,"RE-pcnmala",26,-138.748013758663,1,22,1231.17577505112,"ok"
"n200_d2_f2_rpm_r27",200,2,2,"RE-pcnmala",27,-139.238930133173,1,22,1174.78978300095,"ok"
"n200_d2_f2_rpm_r28",200,2,2,"RE-pcnmala",28,-139.54697488704,1,22,1134.1546459198,"ok"
"n200_d2_f2_rpm_r29",200,2,2,"RE-pcnmala",29,-139.407497321421,1,21,994.061417102814,"ok"
"n200_d2_f2_rpm_r30",200,2,2,"RE-pcnmala",30,-138.778983815066,1,21,1168.3780810833,"ok"
"n200_d3_f3_abc_r01",200,3,3,"ABC-SMC",1,-187.89919175427,1,23,41.9926269054413,"ok"
"n200_d3_f3_abc_r02",200,3,3,"ABC-SMC",2,-200.400513473774,1,17,32.5120620727539,"ok"
"n200_d3_f3_abc_r03",200,3,3,"ABC-SMC",3,-206.520850871164,1,23,43.9255459308624,"ok"
"n200_d3_f3_abc_r04",200,3,3,"ABC-SMC",4,-200.350774819176,1,21,41.0953149795532,"ok"
"n200_d3_f3_abc_r05",200,3,3,"ABC-SMC",5,-199.221545101758,1,22,40.2542040348053,"ok"
"n200_d3_f3_abc_r06",200,3,3,"ABC-SMC",6,-204.483380072847,1,23,45.8911421298981,"ok"
"n200_d3_f3_abc_r07",200,3,3,"ABC-SMC",7,-194.471526922365,1,19,31.2246530056,"ok"
"n200_d3_f3_abc_r08",200,3,3,"ABC-SMC",8,-204.885498509367,1,25,40.7294800281525,"ok"
"n200_d3_f3_abc_r09",200,3,3,"ABC-SMC",9,-203.840971930248,1,23,48.2848601341248,"ok"
"n200_d3_f3_abc_r10",200,3,3,"ABC-SMC",10,-194.291137708633,1,22,42.4421241283417,"ok"
"n200_d3_f3_abc_r11",200,3,3,"ABC-SMC",11,-198.598385906551,1,16,27.6096987724304,"ok"
"n200_d3_f3_abc_r12",200,3,3,"ABC-SMC",12,-196.630909693009,1,23,40.3221399784088,"ok"
